Review,Rating,Location,Date of Experience,Sentiment,cleaned_review,Day,Month,Year
"Tried dropping off a rental car back to them when I had a flight out that morning on Saturday. Swung by and no one was there around 545 am. The office was closed but no one was there early to even take the car at all and I didn't want to miss my flight out for a 720 am. When the office finally opened I called when I was waiting for the plane and was thru security and tried to explain to the customer service representative on the phone about this and they didn't want to listen at all. They didn't want to try and work with me on this. Was never told about how to drop it off the car when picking it up. When the person finally said fine we will tell the office there and I gave the number of the spot to the person on the phone to have someone that day come by to pick it up. They never did since I got a call a week later which they never picked up due to not finding the spot. I even told them on the phone originally I have photos to show and let them know that. Now they are wanting to charge $600 on top of a pre-paid reservation thru Priceline I was already charged $250 with no receipt showing why, which I am disputing all of the charges due to this and now they are going to send me to collections since they didn't want to work with me on any of this at all and didn't want to listen since they only care about getting their money. So being in Hospitality myself there are things that should be considered and not be charged at all. None of the people that I have spoken to HAVEN'T been helpful or even understanding, the last person I spoke to said that it wasn't their fault and I have to paid this. On top of all of this they never returned a phone call even when I left messages. The only time they have called now is to collect on the amount which shouldn't be at all. Also the shuttle driver to take us there in the beginning wasn't really nice at all which I wish I had a choice thru Priceline I would have changed the place I was going for my rental. I really don't recommend them at all since this has ended badly.",1,US,2022-03-29,Negative,try drop rental car back flight morning saturday swing one around office close one early even take car do not want miss flight office finally open call wait plane thru security try explain customer service representative phone do not want listen do not want try work never tell drop car pick person finally say fine tell office give number spot person phone someone day come pick never since get call week later never pick due find spot even tell phone originally photo show let know want charge top prepay reservation thru priceline already charge receipt show disputing charge due go send collection since do not want work do not want listen since care get money hospitality thing consider charge none people speak have not helpful even understand last person speak say be not fault pay top never return phone call even leave message time call collect amount should not also shuttle driver take we begin be not really nice wish choice thru priceline would changed place go rental really do not recommend since end badly,29,March,2022
Awful waiting line.  Very inefficient,2,US,2022-03-28,Negative,awful waiting line inefficient,28,March,2022
"Terrible experience at the Salt Lake City Location.  We arrived late at night and the class of car we reserved was not available.  We took what they offered only to realize it would not work for us.  We tried for 2 hours to get in contact with someone at the location and were told the only way to speak with someone at the location was to drive back 45 minutes.  It is ridiculous that there is no phone number to the location itself.   They did give us an ""upgrade"" but sure weren't friendly.",2,NL,2022-03-28,Negative,terrible experience salt lake city location arrive late night class car reserve available take offer realize would work we try hour get contact someone location tell way speak someone location drive back minute ridiculous phone number location give we upgrade sure be not friendly,28,March,2022
Do not rent a car at this company they are awful. I booked a car through Discovercars showing Europcar eventually it was Fox in Orlando near MCO.- Staff is very rude- They tried to charge $400 more than we booked for.- We received 3 cars before we were able to leave with a normal car. The first one was basic we booked full size. The second one smelled like weed. The 3rd one had a small trunk. After 2 hours we finally received a car we booked. Still outdated but we we’re tired of waiting as we also had a 12h flight. I’m still waiting on my refundable security deposit.,1,GB,2022-03-26,Negative,rent car company awful book car discovercar show europcar eventually fox orlando near mco staff rude try charge book receive car able leave normal car first one basic book full size second one smell like weed rd one small trunk hour finally receive car book still outdate tired wait also h flight I m still wait refundable security deposit,26,March,2022
"I had made a booking through Orbitz for a car collected from Orland Florida close to the airport. That booking didn’t include any type of insurance as I had a separate one. On the day of collection, the lady who assisted me asked me if I wanted to add insurance and I told her no, explaining that I am covered already. Without me realising it as I was never explained this, she added insurance. When she asked me to use my credit card, she told me that that was for the security deposit and not to make the final payment for the reservation. She told me to sign at different stages but it was never cleared to me that I was also purchasing insurance. Trusting her job, I did everything I was asked to, I got the keys and left. On the day I returned the car, I was expecting to pay for my booking as I was told I would pay at the end of it. When I dropped the car, the gentleman cho checked the car and collected back the keys, answered to my question that everything was completed and I was ready to leave and have me taken to the airport. I then checked my emails and realised I was charged nearly double the amount of my original booking! I went back to the office and asked to speak to the manager. I was there for nearly 45 minutes. I was told that I should have checked my email from the beginning and checked what the lady had me sign and charged. She is right! I should have! It was my mistake that I had trusted the employee! When she was asked to explain what had happened, the employee who had originally served me lied in front of my face saying that I told that my insurance doesn’t cover the rental! Then why didn’t I add it at the first place? I offered to show to them my contract with a third party company. They declined my offer! Long story short and after a long and unpleasant conversation, they agreed to refund me approximately 70% of the added value they had charged me, but never agreed to refund me the total amount of the insurance I never verbally agreed as I was never explained at the first place. I was fully trusting the employee and I shouldn’t have! But the manager, should have the capacity to understand a customer who speaks the truth versus someone who is trying to get away with things! Utterly horrible experience and at the last minute. I don’t understand why you don’t accept payment on day one, so that misunderstandings can be avoided! But I guess another mistake I made was not to read all the negative reviews beforehand and get myself prepared to deal with people like them! Shame on them!!!",1,US,2022-03-25,Negative,make book orbitz car collect orland florida close airport booking do not include type insurance separate one day collection lady assist ask want add insurance tell explain cover already without realise never explain add insurance ask use credit card tell security deposit make final payment reservation tell sign different stage never clear also purchase insurance trusting job everything ask get key leave day return car expect pay booking tell would pay end drop car gentleman cho check car collect back key answer question everything complete ready leave take airport check email realised charge nearly double amount original booking go back office ask speak manager nearly minute tell check email begin check lady sign charge right mistake trust employee ask explain happen employee originally serve lie front face say tell insurance do not cover rental do not add first place offer show contract third party company decline offer long story short long unpleasant conversation agree refund approximately add value charge never agree refund total amount insurance never verbally agreed never explain first place fully trust employee should not manager capacity understand customer speak truth versus someone try get away thing utterly horrible experience last minute do not understand do not accept payment day one misunderstanding avoid guess another mistake make read negative review beforehand get prepare deal people like shame,25,March,2022
Rented with Fox In Nov 2021 &March 2022. Never an issue. Quick & easy. You will be asked to upgrade. Just say no if you don't want it. I always pay for what i want during booking online. 5 stars all the way!,5,US,2022-03-23,Positive,rent fox nov march never issue quick easy ask upgrade say do not want always pay want book online star way,23,March,2022
When registering to pickup the car the agent informed me they did not accept my credit card insurance coverage and the extra would be $36/day. He tried to tell me it was Mexica law that my credit card could not be used.  I told him that was not true as I had rented previously from other companies and never had an issue. He then pulled out a crumpled printed sheet and said it was their policy. There was no mention of this when making the booking.I left and will never book with Fox again.  Beware they are owned by Europcar. So I have black listed them as well.,1,GB,2022-03-20,Negative,register pickup car agent inform accept credit card insurance coverage extra would day try tell mexica law credit card could use tell true rent previously company never issue pull crumple print sheet say policy mention make bookingi leave never book fox beware own europcar black list well,20,March,2022
"Rented a car at Los Angeles Airport, terrible experience. Lengthy queues late at night, repeatedly told the advisor that I did not need insurance, this was added anyway, was misadvised that the only way to pay for toll roads was by taking out their daily subscription, this is false, you can pay online. Don't bother contacting them they don't reply. The correct way to complain is via the department of consumer and business affairs in California, I can't post a link but Google them, there is an online complaints service. If enough people complain to the authorities something will get done with these guys.",1,US,2022-03-19,Negative,rent car los angeles airport terrible experience lengthy queue late night repeatedly tell advisor need insurance add anyway misadvise way pay toll road take daily subscription false pay online do not bother contact do not reply correct way complain via department consumer business affairs california can not post link google online complaint service enough people complain authority something get do guy,19,March,2022
They never informed  me that there vehicles could not be driven  out of state when I came to pickup my vehicle  today on 3/18/22 to go see family members  they then informed  me that the vehicle  could not be driven  out of the state of Florida I was charged 156 dollars held by my credit card there service sucks they don't informe customers on There site that there cars cannot  be driven out of state just to lure the customer in very unprofessional bad service.,1,US,2022-03-18,Negative,never inform vehicle could drive state come pickup vehicle today go see family member inform vehicle could drive state florida charge dollar hold credit card service suck do not informe customer site car drive state lure customer unprofessional bad service,18,March,2022
"Terrible experience at SLC. We rented (and paid extra) a full size vehicule a few days before our trip. When arriving at the location, they said they were out of ""normal cars"" and we could have either a minivan or pay extra for a 4x4. Insane to think that it is their fault for not having the car we reserve and they want to charge us extra to give us a proper car instead of a minivan...",1,GB,2022-03-17,Negative,terrible experience slc rented pay extra full size vehicule day trip arrive location say normal car could either minivan pay extra x insane think fault car reserve want charge we extra give we proper car instead minivan,17,March,2022
I've booked a car rental and paid for July and need to amend the dates/add a few days and have been trying for months to get in contact via email and facebook.  No-one responds.  Expedia called several times and no-one picked up phones.  Now worried sick we I will arrive and have no car.  Last thing you need when planning wedding abroad.  How hard is it to just respond to your customer.  Disgraceful..,1,US,2022-03-13,Negative,I ve book car rental pay july need amend datesadd day try month get contact via email facebook noone respond expedia call several time noone pick phone worry sick arrive car last thing need planning wedding abroad hard respond customer disgraceful,13,March,2022
They are a rip off!! Do not rent from them.,1,US,2022-03-13,Negative,rip rent,13,March,2022
"Worst company ever! I did an online reservation and chose ""PAY NOW"". The correct amount of $204 was charged to my card. I get there WITH reservation in hand and they didn't use it. They created a new reservation instore and lied about ALL charges. Repeatedly they said that refueling was 3.45 a gallon and I was charged $7.99 a gallon. I also upgraded my car which was an additional $89 and added a toll pass for $83 for the week. My original reservation which I prepaid for was $204 + $89 for the upgrade, plus $83 for the toll pass which equals $376. They then charged a different card with the amount of the reservation THEY MADE in store when I had my prepaid reservation that they didn't use. Now I have $204 being charged to one card and $629 carded to another. SCAMMERS to say the least. I have been calling and trying to get this situation fixed but they keep trying to adjust the reservasion THEY MADE in store and not the pre paid reservation I made 2 weeks in advance. Not only will I never use them again, I will use all my power to let people know how shady this company is and how they won't honor my orginal reservation that was PRE PAID!!!!",1,US,2022-03-10,Negative,bad company ever online reservation chose pay correct amount charge card get reservation hand do not use create new reservation instore lie charge repeatedly say refueling gallon charge gallon also upgrade car additional add toll pass week original reservation prepay upgrade plus toll pass equals charge different card amount reservation make store prepay reservation do not use charge one card card another scammer say least call try get situation fix keep try adjust reservasion make store pre pay reservation make week advance never use use power let people know shady company will not honor orginal reservation pre pay,10,March,2022
The absolute worst car rental I have ever experienced! Totally incompetent!,1,Other,2022-03-06,Negative,absolute bad car rental ever experience totally incompetent,6,March,2022
"We did a one way rental from TPA to MIA in Dec, 2021. They refused to provide an invoice at the time of rental return and did not email one as promised. When I got my bank statement, they had charged almost twice what was on the contract. They failed to respond to 3 different attempts to get at the source of the overcharge.  I disputed the fraudulent charge with USAA. Fox told USAA I'd returned the car with the tank empty. I was very careful to return the car over half full, as I'd prepaid for a half tank of gas. Am I supposed to take a picture of the gas gauge with a time and date stamp?!?!The 7 March reply from Fox led me to make 2 additional attempts to get Fox to resolve the issue, but that only resulted in additional frustration and time wasted. I finally got an erroneous invoice, but they ignored the fraudulent overcharge.",1,US,2022-03-05,Negative,one way rental tpa mia dec refuse provide invoice time rental return email one promise get bank statement charge almost twice contract fail respond different attempt get source overcharge dispute fraudulent charge usaa fox tell usaa i d return car tank empty careful return car half full i d prepaid half tank gas suppose take picture gas gauge time date stampthe march reply fox lead make additional attempt get fox resolve issue result additional frustration time waste finally get erroneous invoice ignore fraudulent overcharge,5,March,2022
"This entire company is a scam. First off, they tried to talk us into a car upgrade by lying about the type of car we rented.  When, I had the exact car we rented on my expedia agreement. They try and talk you into these extra fees that you do not need.  They told us we would pass through enough tolls to warrant a $11 a day to purchase a daily toll pass.  This was not true so we removed the pass.  Then we had $5 in tolls at the end of the trip and they are trying to charge us $90 in ""administrative fees"". These extra fees make them as expensive as the non budget rental companies. They'll cover up this scam by telling you ""it was in the rental agreement you sign"".  The rental agreement was never given to us in a way that you could read it.   Only on a very small signature pad. This is not how a morally sound company runs.  On top of the hidden fees the car was in terrible condition and not clean.",1,US,2022-03-02,Negative,entire company scam first try talk we car upgrade lie type car rent exact car rent expedia agreement try talk extra fee need tell we would pass enough toll warrant day purchase daily toll pass true removed pass toll end trip try charge we administrative fee extra fee make expensive non budget rental company they ll cover scam tell rental agreement sign rental agreement never give we way could read small signature pad morally sound company run top hide fee car terrible condition clean,2,March,2022
Lines are always long but i do like the cars i get and deals also. Hence 4 stars,4,US,2022-02-27,Positive,line always long like car get deal also hence star,27,February,2022
"Be aware I would nevet rent a car from them again was a nightmare cost me over double what I had agreement for! They will scam you anyway they can! First my flight was postponed for a day due to lack of pilots so I called and changed the rental for following day! The  next day i arrived at Tampa airport and there was not one person there in line at 10:30 am but took them over an hr to give me a car! They said they didnt have the car i specifically reserved and needed for the purpose of my trip! They then said they couldnt use paperwork on reaervation and had to make a whole new one which ended up a higher price than what I rented it on thrU expedia which was not only cheaper but was for four days to begin with and this was only for three days and was more! Then, I got a small compact with no leg room for my husband was cramped and had a four hr drive! The car was dirty on inside and i pointed it out to the man who did walk around and they want you to sign paper about condition of car! I told him i didnt want to sign because inside was not clean and i didnt want to be held responsible looked like someone smoked inside and if there were any burn holes i wouldnt be responsible! I did look and didnt see burn holes and by this point we were already late so i signed and he said dont worry they only care about the outside for damage! I said i always clean car before i return it and obviously this one wasnt cleaned! He said oh you do not have to worry and i said really that is good to know because I have a four he drive to make my plane next day so if i hit traffic and dont have time to vaccuum I am ok? Yes he said! So on way back we hit accident and we got to airport cutting it close but I could have stopped to vaccuum but the car was in same shape as when we got it so we decided to not stop to vacuum and just get into terminal. We hadnt even put the car in park nor had I even got my belongings out of car and a large black man pushes the young girl aside and starts telling me we have to pay 500 dollars for smoking in the car! I looked at him like he was some nut! We never smoked in car in fact my husband cant stand the smell of smoke and would nevet ever let anyone smoke around him let alone in a compact car! I asked the man why he accused us falsely and he said there were ashes in the car and he had to take it off lot to fumagate it! I said show me because the car was dirty when we picked it up but I couldnt tell if it was ashes or sand or dirt! He wouldnt show me and i said i have time i didnt have to return car until two more hrs. i did have a flight to catch but I could have run to corner and vacuumed it and sprayed with ionizer! Then i would have take  it to another rental place like hertz to verify the car was clean and had no smell he claimed it had! But he refused! I called company headquarters and complained he instantly had charged my card! They said they would look into it and week later Theh said they had pictures and I said show me! They sent email with no pictures that would open never saw any pictures! I called my credit card company! They reversed charges! Suddenly months later the charges were put back on with no explanation! I belief the black man was prejudice because he ran over and took over processing the car before i even got out but my husband had gotten out and he has long hair! We were wearing concert clothes because we were at a four day music festival and had to leave by 4 am to make it from daytona to Tampa and hadnt showered or slept we had a bon fire at friends place was a cold night. Little did they know we were not some smoking hippi losers! I have a masters degree and he owns a successful high end business for 30 yrs! So I paid 1000 dollars for three day rental of a compact car! They were very rude to us! They had no customers and now we know why!!! Do not rent from Fox not worth it! I rent in Fl at least three times a year never had any issues ever!!!!! First time I rented from cheaper place and wished I hadn't!! I just received an email with Fox Rental car's response to my review that stated so sorry and to contac them! Are you serious Fox rental car is that your automated response to all your negative reviews! Not only did I contact Fox more than once when this occurred including the minute I left the rude man who charged my cc without my permission, my credit card company tried to resolve this issue with your company and also got no where! It is a joke to you to take a hard working person's 500 dollars on top of the additional money you already scammed on top of the agreed original contract! Ruined a vacation budgeted during a time where financially american's are struggling! But you believe that someone should be charged 500 dollars for a car they didnt reaerve and was given to them dirty and it was noted during walk around and it will cost you 500 dollars to vacuum it and spray some ionizer spray would take you 15 mins to clean and cost you with labor what 10 dollars! Reverse my charges",1,US,2022-02-27,Negative,aware would nevet rent car nightmare cost double agreement scam anyway first flight postpone day due lack pilot call change rental follow day next day arrive tampa airport one person line take hr give car say do not car specifically reserve need purpose trip say could not use paperwork reaervation make whole new one end high price rent thru expedia cheap four day begin three day get small compact leg room husband cramp four hr drive car dirty inside pointed man walk around want sign paper condition car tell do not want sign inside clean do not want hold responsible look like someone smoke inside burn hole would not responsible look do not see burn hole point already late sign say do not worry care outside damage say always clean car return obviously one be not clean say oh worry say really good know four drive make plane next day hit traffic do not time vaccuum ok yes say way back hit accident get airport cut close could stop vaccuum car shape get decide stop vacuum get terminal have not even put car park even get belonging car large black man push young girl aside start tell pay dollar smoking car look like nut never smoke car fact husband can not stand smell smoke would nevet ever let anyone smoke around let alone compact car ask man accuse we falsely say ashe car take lot fumagate say show car dirty pick could not tell ashe sand dirt would not show say time do not return car two hrs flight catch could run corner vacuum spray ionizer would take another rental place like hertz verify car clean smell claim refuse call company headquarters complain instantly charge card say would look week later theh say picture say show send email picture would open never see picture call credit card company reverse charge suddenly month later charge put back explanation belief black man prejudice ran take processing car even get husband get long hair wear concert clothe four day music festival leave make daytona tampa have not shower sleep bon fire friend place cold night little know smoke hippi loser master degree own successful high end business yrs pay dollar three day rental compact car rude we customer know rent fox worth rent fl least three time year never issue ever first time rent cheap place wish have not receive email fox rental car response review state sorry contac serious fox rental car automate response negative review contact fox occur include minute leave rude man charge cc without permission credit card company try resolve issue company also get joke take hard work person dollar top additional money already scamme top agree original contract ruin vacation budget time financially americans struggle believe someone charge dollar car do not reaerve give dirty note walk around cost dollar vacuum spray ionizer spray would take min clean cost labor dollar reverse charge,27,February,2022
"I have booked a car for 21 days here trough Expedia. I forgot my credit card and asked if I could pick up my car in 3 days, because I would have my card by then. This was not possible because I have to pick up my car withing 24-h after the reservation. Lost ALL my money (21 day booking) because I had to book a new car. No flexibility what so ever, no cash or extension on the pick up date. Never booking a car here again...",1,US,2022-02-23,Negative,book car day trough expedia forget credit card ask could pick car day would card possible pick car withe h reservation lose money day book book new car flexibility ever cash extension pick date never book car,23,February,2022
"DO NOT USE FOX CAR RENTALS !!!  Your personal info might be given to somebody else!!! after picking up car I noticed that the receipt was not in my name.  I had someone else receipt with their info including name, address, phone, driver's license #,  state of issue, exp date, credit card info.  AND THEY HAVE NO CLUE where my receipt is or who has all my info and not willing to do anything to help correct this issue!!",1,US,2022-02-22,Negative,use fox car rental personal info might give somebody else pick car notice receipt name someone else receipt info include name address phone driver license state issue exp date credit card info clue receipt info will anything help correct issue,22,February,2022
"I was very happy with my rental car experience with Fox Rental Car in Denver, CO. Roxana met us at the drop off area and was very helpful and went out of her way to be extra friendly.",5,US,2022-02-21,Positive,happy rental car experience fox rental car denver co roxana meet we drop area helpful go way extra friendly,21,February,2022
"Well, I'm having trouble and I haven't even completed the reservation.  Thought I reserved a prepaid car on the fox site but didn't get any confirmation.  Checked my credit card and I've been charged twice.  Called customer service and they have no record of  reservation and ""your money will come back in 72 hours"" or ""call back"" to billing.  I challenge anyone to get a call through.  One number puts you in a continuous loop that ends in ""visit our website"" (which I've done), another number was 40 minutes on hold.  I can't imagine what would happen if you needed roadside assistance.",1,US,2022-02-18,Negative,well I m trouble have not even complete reservation think reserve prepay car fox site do not get confirmation check credit card I ve charge twice call customer service record reservation money come back hour call back billing challenge anyone get call one number put continuous loop end visit website I ve do another number minute hold can not imagine would happen need roadside assistance,18,February,2022
"THIS PEOPLE HAVE MANY FEES, ALSO THEY TELL YOU THAT YOU HAVE NO CHOISE BUT TO GET FROM THEM SUN PASS ( IN FLORIDA) FOR 118.00, BUT ACTUALLY YOU CAN GET IT IN SUPERMARKET FOR 20.00. ALSO THEY KEPT MY DEPOSIT OF 150.00 AND NOW I AM DISPUTTING IT THRU MY CREDIT CARD. ALSO THEY TELL YOU TO BRING CAR EMPTY,  BECAUSE IT WOULD BE CHEAPER FOR YOU IF THEY PUT GAS IN IT. ALSO NOT TRUE, YOU CAN GET IT CHEAPER YOURSELF.  ALSO IF YOU RETURN CAR FASTER YOU WILL BE CHARGE D AND PENALIZED FOR IT.  I WILL NEVER EVER RENT FROM THIS PEOPLE AGAIN",1,US,2022-02-18,Negative,people many fee also tell choise get sun pass florida actually get supermarket also keep deposit disputting thru credit card also tell bring car empty would cheap put gas also true get cheap also return car fast charge penalize never ever rent people,18,February,2022
I just rented a car in Tampa Florida,1,GB,2022-02-13,Negative,rent car tampa florida,13,February,2022
Customer service horrendous after many attempts to contact through email I ended up having calling their customer service number which cost me £36 to be told my car reservation doesn't exist even though I received a confirmation email with booking reference.  Seems to be a scam they obviously got a better price for car I had booked as apparently they have no cars available on the dates I need.  Would have totally ruined a family holiday of lifetime if I hadn't contacted them to make an amendment so cross,1,GB,2022-02-08,Negative,customer service horrendous many attempt contact email end call customer service number cost tell car reservation do not exist even though receive confirmation email booking reference seem scam obviously get well price car book apparently car available date need would totally ruin family holiday lifetime have not contact make amendment cross,8,February,2022
Recently rented a SUV from fox at Orlando international airport. Everything went fin at start or so I thought. I arrived on a flight from the uk traveling over 9 hours. We get pick up at the airport all is good get to the rental shop again all is good. We go through the process of renting the vehicle and get asked if we would like any other product from them tells them NO as we have already paid for extra protection/insurance for the vehicle with Wise who we book through. So all is good signs for the vehicle and drives away. Cars find whole time. Arrived back at fox at the end of the agreement and gets shuttle back to it airport only then as I check my credit card do I realise they have charged me 363$ for LDW that I did not as for nor did I want. Now they did not charge my credit card for this while i was I Orlando only when they knew I was at the airport so that way I could not question why they had charged me for a product I didn’t not want. This company Is very sly in the way they put extra charges on you without you knowing. Iv since tried to contact them for refunds and such but get no reply. Terrible company. Please beware and stay away.,1,US,2022-01-31,Negative,recently rent suv fox orlando international airport everything go fin start think arrive flight uk travel hour get pick airport good get rental shop good go process renting vehicle get ask would like product tells already pay extra protectioninsurance vehicle wise book good sign vehicle drive away car find whole time arrive back fox end agreement get shuttle back airport check credit card realise charge ldw want charge credit card orlando know airport way could question charge product do not want company sly way put extra charge without know iv since try contact refund get reply terrible company please beware stay away,31,January,2022
"I rented a car from Fox Phoenix. Very rude customer service associate. I was told 3 different totals, each one higher than the first. I had pre booked my car through a program at my work, and when I pulled up the original quote, it was almost $300 less. I felt like he was attempting to take advantage of me since I was a woman traveling with my daughter. The car was decent, but the oil change light was on the entire 4 days I had it.",2,US,2022-01-20,Negative,rent car fox phoenix rude customer service associate tell different total one high first pre book car program work pull original quote almost less feel like attempt take advantage since woman travel daughter car decent oil change light entire day,20,January,2022
"I've used Fox for both LAX & John Wayne Airports. The personnel have all been quite friendly and helpful. The vehicles are clean and I've been upgraded at no charge when my vehicle of choice was unavailable. If you catch their shuttle at the right moment, it's no issue. If you just miss it, it normally takes 20-25 minutes before the next shuttle shows up since they don't run as many shuttles as the other rental car agencies. However, the value and convenience of their app offsets that minor inconvenience.",5,US,2022-01-15,Positive,I ve use fox lax john wayne airport personnel quite friendly helpful vehicle clean I ve upgrade charge vehicle choice unavailable catch shuttle right moment issue miss normally take minute next shuttle show since do not run many shuttle rental car agency however value convenience app offset minor inconvenience,15,January,2022
"The entire rental process was fine and the car was as well. The problem is with administrative fees for tolls. You either pay an additional $20 a day for their toll pass or a $15. service fee for any toll you can't pay. For instance... there are pay by plate tills all over and since there are no toll collectors, the will bill the owner of the car by the license plate. So... for a 50cent toll, Fox Bills you an additional $15.00... I was recently in Florida and amassed $6.90 in tolls via Toll by plate.. I currently have a Past Due bill from Fox for $96.90... I tried calling Fox but no help..THIS IS THE LAST TIME I EVER RENT FROM FOX...",1,US,2022-01-14,Negative,entire rental process fine car well problem administrative fee toll either pay additional day toll pass service fee toll can not pay instance pay plate till since toll collector bill owner car license plate cent toll fox bill additional recently florida amass toll via toll plate currently past due bill fox try call fox helpthis last time ever rent fox,14,January,2022
"The only real complaint I have is with the quality of the vehicle I was given.  On October 26th, of 2021, I reserved an all-wheel drive SUV from Fox, SPECIFICALLY because I knew I'd be travelling to a location with snowy and/or icy road conditions.  But when I arrived, on Decemeber 29th, to pick up my reserved all-wheel drive SUV, I was told that if I wanted something other than a two-wheel drive vehicle, I would have to pay $503.13 per day -- $400 more than my reserve confirmation estimate.  That is, by anyone's definition, a bait-and-switch -- which I believe is illegal.  At no point was I forewarned, so that I might make other arrangements; no, your company waited until I was at an off-airport location, with severely limited options, other than to accept a downgraded vehicle from Fox.  To add insult to injury, I was charged the exact same amount for a less safe vehicle.  Lastly, when I actually drove the two-wheel drive rental, I discovered that the front wheel alignment was so bad the steering would track and veer at unexpected moments, making it even less safe to drive in winter road situations.  I understand you overbooked rentals and other factors contributed, but your company had ample opportunity to inform me of the situation before I boarded your shuttle and left the car rental hub of the airport.  I believe Fox Rent A Car did this with the intent of making it harder for me to make other plans -- a form of rental extortion.",1,US,2022-01-13,Negative,real complaint quality vehicle give october th reserved allwheel drive suv fox specifically know i d travel location snowy andor icy road condition arrive decemeber th pick reserve allwheel drive suv tell want something twowheel drive vehicle would pay per day reserve confirmation estimate anyone definition baitandswitch believe illegal point forewarned might make arrangement company wait offairport location severely limited option accept downgrade vehicle fox add insult injury charge exact amount less safe vehicle lastly actually drive twowheel drive rental discover front wheel alignment bad steering would track veer unexpected moment make even less safe drive winter road situation understand overbooked rental factor contribute company ample opportunity inform situation board shuttle leave car rental hub airport believe fox rent car intent make hard make plan form rental extortion,13,January,2022
"I made the mistake of booking a car rental for two separate occasions on the same date. If I had known the issues I was going to experience with my first rental, I absolutely would have never rented again. However, since I pre-paid for the second rental, I wasn't allowed a refund 🙃.I was overcharged AFTER returning both rentals and have yet to be reimbursed despite calling every week for the past 2 months and visiting the San Diego rental hub twice, where i was assured I'd see the money reimbursed to my account within 48 hours.Additionally, I was not given back my $150 deposit upon returning each car in proper condition. I've emailed Customer service and billing and have yet to receive a response from either.I do not recommend renting from this company",1,US,2022-01-11,Negative,make mistake book car rental two separate occasion date know issue go experience first rental absolutely would never rent however since prepaid second rental be not allow refund overcharge return rental yet reimburse despite call every week past month visit san diego rental hub twice assure i d see money reimburse account within hoursadditionally give back deposit upon return car proper condition I ve email customer service billing yet receive response eitheri recommend renting company,11,January,2022
"Fox DENVER airport was all in all horrible experience. They were nice upfront however when we turned the car in it was horrible. We rented the car from Priceline for $617. We thought that was the flat rate as it was advertised however we got hit with OVER $300 of charges when turning in the car. When I brought it up to the first guy he was all defensive and an absolute jerk!. Went to get his manager and she was worse.  The Manager was beyond unprofessional and tried to defend that it’s not false advertisement.  We were told “it’s not false advertisement..maybe false understanding!”  Not exactly customer service.  No attempt was made to break down the extra charges…only told multiple times, “false understanding!”   Horrible customer service and management at DENVER AIRPORT! Do NOT fall for FOX Prices as they are not true. YOU will have close to $300 in extra charges if you rent the car for a week. IF I were you DO NOT RENT FROM FOX!! Horrible! please listen to my review. I personally read about the charges and bad reviews from fox however I still chose to go with them. HORRIBLE DECISION!! We read multiple horrible reviews prior to our trip and try to take reviews with a grain of salt but mark my words….we should have heeded the multiple warnings!!!  When you look at enterprise, budget, hertz and other big name REPUTABLE rental services it seemed like their prices were so much higher!!!  After you add the extra fees from fox there were no savings.  Same price when you they add the hidden fees and HORRIBLE customer service!!! HORRIBLE!!!  They added my spouse as a driver and never told us there was additional fees for this!!!  My spouse never drove the car ONCE!!  But there was an additional 72.00 in fees for her!!  This place is a joke!!  Stay with a reputable car company.  Prices only look higher!  In the end they will be cheaper than this low rate car company!",2,US,2022-01-09,Negative,fox denver airport horrible experience nice upfront however turn car horrible rent car priceline think flat rate advertise however get hit charge turn car bring first guy defensive absolute jerk go get manager bad manager beyond unprofessional try defend false advertisement tell false advertisementmaybe false understanding exactly customer service attempt make break extra chargesonly tell multiple time false understanding horrible customer service management denver airport fall fox price true close extra charge rent car week rent fox horrible please listen review personally read charge bad review fox however still chose go horrible decision read multiple horrible review prior trip try take review grain salt mark wordswe heed multiple warning look enterprise budget hertz big name reputable rental service seem like price much higher add extra fee fox saving price add hide fee horrible customer service horrible add spouse driver never tell we additional fee spouse never drive car additional fee place joke stay reputable car company price look high end cheap low rate car company,9,January,2022
"I just made a reservation with this company and after looking at the bad horror story reviews and all in last 10 days, I am cancelling my reservation. Worst thing is business's response to each complaint is exactly same  two sentence, probably a copy/paste response. I don't think I would like to spoil my mood on vacation trying to save $30-50 and then deal with such terrible shaddy practices.",1,PA,2022-01-07,Negative,make reservation company look bad horror story review last day cancel reservation bad thing businesss response complaint exactly two sentence probably copypaste response do not think would like spoil mood vacation try save deal terrible shaddy practice,7,January,2022
"I had a reservation for December 20 at the fort lauderdale airport when I arrived at the counter the employee told me that they did not accept debit cards with the visa logo, that it had to be a credit card, I did not understand why debit is money to the Immediately. The next thing was that she did not accept my Florida license because I told her that I resided in Panama. To make a long story short it was the worst experience of my life trying to get a car, with my whole family waiting outside with suitcases, I do not recommend fox renta car",1,Other,2022-01-06,Negative,reservation december fort lauderdale airport arrive counter employee tell accept debit card visa logo credit card understand debit money immediately next thing accept florida license tell reside panama make long story short bad experience life try get car whole family wait outside suitcase recommend fox renta car,6,January,2022
"Someone broke my window, so I had to change my vehicle. Fox Rent a Car supplied me with the exact same vehicle in no more than 5 mins. Excellent service!",5,US,2022-01-04,Positive,someone break window change vehicle fox rent car supply exact vehicle min excellent service,4,January,2022
