Review,Rating,Location,Date of Experience
Car (Toyota Camry) was clean and in good repair for a vehicle that 67K miles.  No issues with the car at all.  Would rent the car again.,5,US,"June 11, 2023"
It was a very easy process. The staff were friendly. The car was in a good condition. Price was reasonable.  We will definitely rent a car from FOX again.,5,US,"June 11, 2023"
"The car was clean, low mileage.  No hassle using my own insurance through the credit card.  The only issues are the potentially long wait for the shuttle and the $500 deposit placed on the credit card.  Compared to the several fly-by-night rental car companies in Orlando, this is your best choice ..... off-airport.",5,US,"June 17, 2023"
"More affordable than the big names, got a 4Runner, used it for 8 days. Comfortable ride on the bumpy roads we went on. Customer service was great from paying for it to getting it to returning it. Didn’t have to clean it either! That’s even better when you’re in a town you’re not familiar with.",5,US,"June 09, 2023"
"The Fox rental experience was very customer friendly.  They walked around the car at rental to note every ding or chip, and the same at return.  There are no surprises.    The process may be slower than others but it is more trustworthy.",5,US,"June 15, 2023"
Great car and easy to pick up and drop off.,5,US,"June 13, 2023"
The staff at pickup and drop-off were great!,5,US,"June 16, 2023"
"Good car, no problems",5,US,"June 06, 2023"
"The scheduling of the rental car on the website was very simple and easy. However, the pickup took an extra few minutes due to limited number of employees but the drop off of vehicle was even more simple and stress free. I definitely would rent from Fox again in the future as well as refer my family and friends to this company especially since their prices are definitely more reasonable than other rental companies.",4,PR,"June 14, 2023"
For me was the ease of everything! The pick up was super easy and return even more! Would definitely recommend Fox from now on and delighted with the customer service.,5,US,"June 07, 2023"
"Great car. Good customer service. Fast out, fast return.",4,US,"June 02, 2023"
The exceptional services provided by both  at the pickup and the billing head office. Fox is always our where to go for car rental every time we visit Tampa.,5,US,"June 16, 2023"
"Everyone was great, from the check in process to the check out process. The price was excellent!",5,US,"June 10, 2023"
"Great car, great company, great rental counter agent",5,US,"June 13, 2023"
Fast and easy check in and check out. Excellent service,5,US,"June 08, 2023"
"Fox was a great value for our trip.  The price available was very appealing and getting to rent a full size car (Dodge Charger) for less than the price of the ""big companies"" was the best.  While the shuttle service made the process longer (no a/c on the ride back mid day was hot) I will still rent from Fox again on my next trip!!",4,US,"June 14, 2023"
The price is good. The vehicle was very nice. The people were polite.,4,US,"June 16, 2023"
The process was extremely seamless and easy. I was driving off the lot in less than 5 minutes. All of the staff was very friendly and helpful. And the car that I rented was great and very clean. Great value.,5,US,"June 12, 2023"
Every step in the process was easy. Car was very clean at pickup. Will use Fox next time we're in Vegas.,5,PR,"June 12, 2023"
I am very pleased with the car and ease of renting.,5,US,"June 03, 2023"
"Got a good price from Priceline and chose Fox. The staff members in each area were helpful, attentive and courteous.  Fox is working to improve the speed of car pick-up. Their location at the airport compares favorably to the ""big"" names in car rental.",4,US,"May 31, 2023"
Everything was so easy….from the pickup to the return!  All employees were also so pleasant!  I will definitely rent again!,5,US,"June 04, 2023"
The employees are very kind and helpful. The car was a little dirty but nothing too bad.,5,US,"June 13, 2023"
Phoenix airport location was very convenient. They made the process fast and easy. The rental car was clean and new. The prices for a weeks rental were really reasonable. I would rent here again. This was the easiest experience I have had renting a car at the airport.,5,US,"June 05, 2023"
Fox rental car is amazing and economical. We ret there every time we go to the west coast! They are efficient and they have great customer service. Monica was especially helpful this time. She accommodated our needs and was flexible.,5,US,"June 10, 2023"
"Good service, friendly, helpful staff.  Vehicle was great.  Very competitive rate.  Will use again.",5,US,"June 12, 2023"
"The best experience ever renting a car, thanks to Meagan at the front counter, she was extremely knowledgeable and very passionate about her job, cannot thank enough, very much appreciated!!!!Gavino Barron.",5,US,"June 09, 2023"
"This company has great customer service reps!!! The employees at the store in Maimi, all super helpful and kind! I’ve rented with them for years!!!",5,US,"June 17, 2023"
"Colleen the service agent made the rental experience easy.Colleen was Great she was very helpful & knowledgeable she explained the process well for the Sun pass fee, gave us activity recommendations for our Tampa visit, and got us in a vehicle that fit our needs.Colleen also got us to the correct p/u  & drop off location. Thanks Colleen for being so kind we appreciate you.          Your customers from Ohio.",5,US,"June 06, 2023"
good price but crazy long wait to get the car,3,CA,"June 10, 2023"
The ease of accessing a vehicle from the airport. The friendly customer service and the ease of problem solving when there was an issue with my original vehicle. I would gladly use Fox rental again.,5,US,"May 31, 2023"
The staff was excellent and the procedures for check out and check in very efficient,4,US,"June 05, 2023"
"The people at the counter and those in the garage were professional, polite, and helpful. The car was perfect as well. Over all experience, outstanding service!",5,CA,"June 09, 2023"
"Quick, easy, smooth, and best rate in town!",5,US,"June 06, 2023"
"It was a bit out of the way but it was worth it. Staff was friendly, competent and professional! Got myself and a co-worker in our rentals quickly. The whole process took us about 20-25 minutes. Shuttle drivers are pretty laid back and cool and gave us get info about the area and suggestions on places to visit.",5,US,"June 04, 2023"
Shuttle was reliable to and from the airport.,4,US,"June 12, 2023"
Reliable vehicle on some rough roads. Lots of room for luggage.,4,N/A,"June 13, 2023"
"Customer service is fantastic. The staff are polite, and they want to work ...customer service makes the process delightful and keeps me coming back ..Thank you, Fox Staff ..and give them a raise corporate ...ASAP",5,CA,"June 09, 2023"
Great car.   Helpful employée At the counter,4,US,"June 13, 2023"
I had a great experience! The car was clean and much less expensive than the ones at the airport. The shuttle drive was very short and they pick you up right by the rental car area at the airport. Everyone on staff was very friendly. The shuttle drivers gave good conversation and the person who checked the car in was friendly. I will definitely rent from Fox again.,5,MX,"June 13, 2023"
"Friendly efficient service, reliable car at a great price",5,US,"June 12, 2023"
Nice people ! EMPLOYEE who working at FOX help us and we appreciated so much for them for big help ! THAKS SO MUCH! They working great 👍,5,US,"June 14, 2023"
The whole processxwas seem less and everyone was courteous and friendly,5,US,"June 06, 2023"
"The overall experience. The process was fast, the staff were friendly, and the car was great.",5,US,"June 07, 2023"
"Rented & paid online, when I got there long line & unexperienced workers. Only 2 employees. Car was 350 miles overdue for oil change, maintenance required kept flashing on dash. Squeaky breaks.",3,US,"June 06, 2023"
"The employees were very friendly and helpful. They got me my vehicle quickly and made sure I was good to go. I got a great price for the week’s rental, so I was expecting some underpowered econobox, but the car was a pleasant surprise…comfortable with all the power I needed and some unexpected features. I would not hesitate to rent from them again!",5,US,"June 06, 2023"
Quick and simple,5,US,"June 09, 2023"
The price was great and pick up was easy!,5,US,"June 08, 2023"
"The staff and driver were friendly and courteous. Our car was not ready when we showed up. We could get a full size car as rented. We had to settle for an SUV, a KIA brand. Will not accept a KIA vehicles in the future. Poor performance and way under powered. Will reject the next time offered.",4,US,"June 06, 2023"
"Good vehicle, friendly knowledgeable service and low rates.",4,AE,"June 12, 2023"
"FOX provided competitive prices, great customer service and a vehicle that was clean inside and out. The return process was seamless and quick.",5,US,"June 12, 2023"
"Every time I fly to Orlando I use Fox Rental Cars. They have a Short wait time, Vehicles are ready. Great Customer Service and Great Vehicle! With no hidden extra fees.  Definitely renting from there again.",5,US,"June 10, 2023"
"Excellent, professional service.  Thank you so much!",5,US,"June 03, 2023"
"Loved my vehicle, ease pick up and drop off, low deposite, friendly employees.  Good experience and would recommend.  thanks",5,US,"June 07, 2023"
"Fast, easy and worth the prize.",5,US,"June 02, 2023"
Easy and reasonable rate. Very nice staff. Will use again!’,5,N/A,"June 07, 2023"
Super easy and fast.,5,PR,"June 09, 2023"
Great service,4,GB,"June 01, 2023"
Very professional lady at the pick up in Denver airport.,5,PR,"May 26, 2023"
This was my 1st time ever renting a car and driving in orlando and our rep Gregory explained everything and made us feel welcomed.. He was available each and everytime I called and texted. Even when the system went down he assisted us in extending the use of the vehicle.. We're usually in Orlando twice a year...we are definitely coming back.,5,US,"May 25, 2023"
"Omar was a pleasant encounter, made this transaction smooth and easy.",5,US,"June 08, 2023"
"When we went to check out the car the customer service person was more like a sales person. He rushed through added expenses and tried to get us to upgrade our vehicle choice, plus this & that.He was pleasant enough and joked around which was okay, but I had my receipt from Priceline and asked him why the difference in price. Only then did he take the time to go into the added expenses and then I picked what I wanted added. There is enough stress when you step off the plane in a state where you have not been before, I didn't feel I needed the extra!",3,US,"May 29, 2023"
Employee was very helpful and friendly. The entire process was effortless!,5,US,"June 03, 2023"
They are easy to deal with.  Car is very clean and they offer a fair rate.  We've never had any problems.,5,US,"June 06, 2023"
"The Fox Rent a Car office at the San Francesco International Airport (SFO)is the best!  My wife & I traveled to SFO to attend a wedding. Airline did change our flight times, which affected our rental pick-up & return.  Lily, at the front desk, did a fantastic job checking us in & getting us a great vehicle!  Upon return, Veronica, the Branch Manager, and Edgar, who shuttled us back to the hotel near the airport, were  professional & very friendly!  Because of these 3 individuals, Fox Rent A Car deserves a 10 out of 10 rating.",5,US,"June 07, 2023"
Had to wait more that an hour in line because the system shot down and they were not prepared to do it manually (by hand),3,CO,"June 02, 2023"
"Friendly customer service, fast delivery of car, super quick return and immediate shuttle ride back to the airport!",5,US,"June 06, 2023"
"From start to finish my experience with Fox rental was great. From the polite shuttle drivers, to the workers checking me in and out. Car was clean and in excellent shape. 10 starts across the board. I will use them again and recommend them to friends and family.",5,US,"June 02, 2023"
Great friendly and quick service from Anna at check in and Gabriel at return.,5,US,"June 03, 2023"
"My family have been traveling to Orlando for the last 15 years and we have only used Fox Rental because of the staff  price, and the easiness of renting a car.",5,US,"June 07, 2023"
There was nothing to critique.  Everything from taking shuttle to car rental to getting car to type of car to returning car and taking shuttle back was great!!!!   Highly recommend using this company.  I know I will for sure use them again.,5,US,"May 19, 2023"
That you are a professional company everyone can rely on you,5,US,"June 03, 2023"
Nice SUV . Friendly staff . Return was easy with a very nice lady .,5,US,"June 06, 2023"
"The employees were professional and patient, we were not there long at all the car was ready and waiting our appointment time",5,N/A,"June 03, 2023"
Was able to rent vehicle at last minute during a stressful time. Appreciated the kindness.,5,CA,"June 03, 2023"
"Everybody says that you’ll have problems with Fox car rental, my last 2 trips (Phoenix and Salt lake city) was very great, despite the Fox in Salt lake city isn’t in the airport like all other companies, you need a shuttle approx 8-10 mins. Overall I would recommend and will rent again with Fox.The rental was half price of the others.Yves from Ottawa",4,US,"June 02, 2023"
I was late to arrive.  Booked the car pick up time incorrectly.  Showing up after midnight and still greeted with a smile and happy staff that expedited my process and got me on my way to the hotel.  The staff was incredible and the car was great.,5,US,"June 02, 2023"
"There was not the usual long drawn-out pickup experience. It was quick and to the point. They also did not try and scare me and push the insurance coverage. Great car, drop-off was easy. Nice shuttle. I will use them again. They are great in Las Vegas as well.",5,PR,"June 06, 2023"
"Pick up took 1hour 04 minutes in line, just one lady working with the customers...",3,US,"June 06, 2023"
I want to shout out Ms.Rola she rocks at the customer service at the semoran location talk about service with a smile very professional.,5,US,"June 04, 2023"
Very smooth process and excellent vehicle. Great experience 😀,5,US,"May 31, 2023"
"Extremely easy pick up and drop off.  Car was great, staff was helpful and great.",5,US,"May 29, 2023"
"Easy, quick and effortless.",5,US,"June 01, 2023"
"Fox has always provided a great value to us as we have rented from them 3-4 times in last 3 years. You may need to wait in line a bit longer than other rental companies, but it is well worth the wait for the value provided.",5,US,"May 30, 2023"
The experience was easy from shuttle to pickup and back again.  I liked being able to select our vehicle from the ones available in the class I wanted.  Drop off was equally simple.,4,US,"June 01, 2023"
The lot has no lighting and you have to call a taxi before or after business hours. This is not safe.,3,US,"June 04, 2023"
From making the reservation to returning the car all went smoothly and without a single issue.  Had never rented from Fox before but I will definitely be back!,5,US,"June 01, 2023"
Great service and value.. car had slight odor but overall great customer service experience.,5,US,"June 11, 2023"
We had to wait a little bit for the bus to take us to the rental but after that it was quick and great service,5,US,"June 01, 2023"
Fair prices and nice vehicles. All the process was smooth. Not sure if the ezpass they offer me was necessary but all the rest was very good,4,US,"June 01, 2023"
We reserved a midsize SUV and was upgraded to a larger vehicle.  Unfortunately it was too high for my husband and we came back the next day and exchanged out for our original SUV which better suited our needs.  All personnel were very helpful!,5,CA,"May 20, 2023"
We didn’t have a line to wait in. The customer service agent was helpful and he great suggestions. I loved my car and the return was simple and fast. I will rent from this company in the future!,5,N/A,"May 29, 2023"
"Fast, easy pickup and drop off.",5,US,"June 02, 2023"
Nice friendly staff quick service open till late.,5,US,"June 06, 2023"
Fantastic prices and super easy pickup and return. Great selection of cars. Staff was very friendly,5,US,"June 07, 2023"
"Renting a car from FOX was affordable, so easy the entire process was fast. The staff was very friendly and informative on choices for toll and gas payment.",5,US,"June 02, 2023"
"Fast, friendly service, excellent vehicles, and by far the best pricing for rental vehicles.",5,US,"May 17, 2023"
Fox beat everyone else on price. The person serving us for getting us our vehicle was awesome.  Will definitely choose Fox again.,5,US,"May 27, 2023"
Jamen and the team are excellent - very efficient and showed a lot of care during the process. Thank you!,5,US,"June 02, 2023"
Nice car and great deal.,5,US,"May 31, 2023"
This is the WORST car rental ever! Do not book from them. I booked a car which I tried to cancel because my flight got canceled due to the Canada wildfire and the employee would not allow me to cancel. Now I don’t have money nor a flight. Please refrain from booking with this agency.,1,US,"June 08, 2023"
They had very pleasant folks at check in and check out.,5,US,"June 05, 2023"
"Check in was good and fairly fast. When I declined the insurance, I was asked for my insurance info. It took a few extra minutes because I had to find it online. Only to find out they just wanted the name of my insurance company, not the policy number, too.The car was ok, but made a lot of noises to the point I was thankful it got us through the weekend without breaking down. Otherwise, it was clean but it did have 2 dents the size of a hand, which the guy missed when going over the car with me before I took it.",4,US,"June 01, 2023"
"Fox was great! Very quick check in and out, which can be problematic in Denver. The car was perfect for our needs. The staff was very kind and friendly, too.",5,US,"May 31, 2023"
The wait time to get the car was way too long had to wait and hour!,3,US,"June 03, 2023"
"Everything was great with the car from the easy check in to the drop off, and you couldn’t beat the price.",4,US,"June 04, 2023"
I like that doesn’t matter the system was down the customer service work fast manually and they give the car right away and super clean 🤩,5,US,"June 02, 2023"
"Different class of car was provided, but follow-up service was good and acceptable",4,US,"May 26, 2023"
It’s great that one car rental agency over so many let 18 and over rent a car. The young driver fee and the cost of the car is not bad at all. Just the total of the car just basic was $635. I didn’t get the plate pass because that would cost so much extra. I’m so glad I found this agency who rents to young drivers. They also give you some more time without charge to being the car back without charge. I was supposed to bring it back 11:30 am but I had till noon if needed. It was such a great experience,5,US,"May 25, 2023"
Everything went well. Counter staff were helpful,5,US,"May 26, 2023"
"Easy pre pay pick up. I got upgraded for free since my type of car would have taken two hours to be ready. Easy sign and go, same with drop off.",5,US,"June 01, 2023"
"The first vehicle I picked up had pet feces that were unclean from the previous rental. After I returned that vehicle and got a new one, the new one worked great. Probably an isolated incident but substantially delayed my trip.",3,N/A,"May 30, 2023"
Great service so easy to book via the app and the staff at the collection were so helpful and the return was a breeze. Highly recommend Fox.,5,US,"May 19, 2023"
"Everything very easy.  Very good rental price.  Nice little car.  WATCH OUT for hours at LAX.  They close at 11:30p, so if your flight is delayed, you’re out of luck, and night Ubers are insane.",5,US,"June 06, 2023"
This was my first time renting from fox rent a car. It was a good experience. The staff was great and it was easy from pick up to drop off. I would definitely recommend fox rent a car and I will definitely be renting in the near future.,5,US,"June 03, 2023"
Car was not maintained safely. Non working headlight and worn wipers. Cruise control did not work. Tried to exchange car but procedure was way too cumbersome.,3,US,"May 22, 2023"
Rent car from Fox car rental,5,US,"May 31, 2023"
"Fox has always been easy to deal with, however, it was a bit disappointing when there were 3-4 people waiting in line when one of your team associates decided to take a break instead of waiting on the next customer.  That made it about 20 minutes longer to be waited on than it should have. One issue with being off-site from the airport, it makes it more difficult when you have several pieces of baggage.  I had to leave my family at the airport to get the car and then return to pickup them and our luggage.Returning the car I had to drop my family and luggage off at the airport and then drive back to the rental lot and then have the shuttletake me back.  Moral of the story, travel with fewer pieces of baggage or plan for some inconvenience.",4,US,"May 23, 2023"
The car we got at pick up had a terrible vibration at highway speeds.  Called customer service expecting a hassle.  Nope they connected me with the roadside assistance dept and they drove a new car out to our hotel! No interruption of our vacation.   The second car was perfect!!,5,GB,"May 31, 2023"
They charged me over £700 for 10days insurance. I pay less than half that a year on my car! Be careful because they won't tell you the insurance charges and hidden fees until you are there. They are thieves!,1,US,"April 10, 2023"
It's wonderful to have such a positive experience with Thomas and Fox Rental Car! Thomas's commitment to providing excellent customer care and addressing my concerns efficiently is commendable. It's great to know that my expectations were exceeded and that I look forward to another great experience with Thomas when I return to Los Angeles. Experiences like these make customers feel valued and build trust and loyalty toward a company. Thank you!,5,US,"June 01, 2023"
"From start to finish the reservation, pickup, and return was flawless. The intake staff were professional and courteous. There was ample staff at the counter and picking up the vehicle went smoothly. I got the vehicle I ordered and it was very clean and met my needs.",5,US,"May 30, 2023"
Had never used Europcar before. Booked through my bank and it was super easy and fast. The car was in great condition and the staff was friendly and knowledgeable.,5,US,"May 31, 2023"
"Car was nice. Staff were polite. Two concerns:1) The tires were somewhat worn out. Got a flat tire, When I called their roadside assistance, they said they will charge $100. Attempted to change tire on my own. The tools for changing were not so good. Nuts were too tight, Had to ask for help from people with muscle. My attire got dirty. 2) Had prepaid for half tank of gas. Used only a quarter of it. No refund from Fox for the quarter tank of gas that I paid for but did not use. But for these two concerns, I could have given 5 stars.",3,US,"June 02, 2023"
They are very helpful go there n they are not too expensive,5,US,"June 03, 2023"
"Great personality at desk, great customer service.",5,US,"June 02, 2023"
Great customer service when we arrived. Easy to check in and check out.  Thanks so much,5,US,"May 26, 2023"
"Price,  no hassels or surprise charges, great car",5,US,"June 01, 2023"
The young man at the reservation counter in Tampa was awesome. He was friendly helpful and knowledgeable!,5,US,"May 26, 2023"
Easy drop off and shuttle service was running every 15 min. Overall pick up and drop off was quick.,5,US,"June 04, 2023"
Service isn’t all that great. 3 time renting here and this time the car was in decent shape,3,US,"June 02, 2023"
"Easy process for pickup and drop off. The staff were extremely helpful and friendly. The cars were excellent. The whole experience was pleasant and easy with Fox. Our representative for pickup and drop off was Kordell, he was very helpful and friendly. He ensured we had a pleasant experience and the car was ready for us.",5,N/A,"June 04, 2023"
"Employee experience was wonderful, friendly and helpful!",5,US,"May 23, 2023"
Friendly staff! Great customer service! Easy transaction! And I loved the Car!,5,US,"May 26, 2023"
Excellent customer service from Meryl and Angel.,5,US,"May 31, 2023"
"Everything was smooth and quick. Even though our flight was delayed almost until closing time, they treat us good and on a timely manner. And the car was better than expected. Return was easy as well. We'll definitely use Fox again Thanks",5,US,"June 02, 2023"
A very friendly staff made the rental process very easy and explained everything as we went through the process. The vehicle was clean and spacious and great to drive. The return process was extremely quick and easy. Would rent from Fox again.,5,US,"May 27, 2023"
Easy rental good value and ease of return,4,US,"May 30, 2023"
I saved money and time.  My check-in time was about 10 minutes including the short shuttle ride--faster than my experiences using rentals on site at the San Francisco airport.,5,US,"May 30, 2023"
"I have been renting cars from Fox for 11 years. They offering great rentals, great service!",5,US,"May 28, 2023"
"Great staff, very clean vehicle, great value.",5,US,"May 27, 2023"
I rented a SUV Toyota 4 Runner. It was clean and I enjoyed it.,5,US,"May 31, 2023"
Great service and cleanliness.,5,US,"June 03, 2023"
"I did not expect to have to shuttle to the Fox location.  Other than that everything went well.  FYI, say no to all the insurance and upgrades and you will only pay the original price quoted.  The 4runner was a little older but served us well for the seven days we had it.  The price we paid was much cheaper than everywhere else I quoted.  I would use them again.",4,US,"May 27, 2023"
"Friendy and helpful staff, good service",5,US,"May 27, 2023"
Michelle did a great job getting my paperwork completed quickly so I could be enjoying my vacation. I have never rented with Fox. It was cheaper & the Jeep Wrangler was brand new 35 miles.,5,US,"May 20, 2023"
"Everything was spot on, the rate, deposit, and the refund, definitely will use them again",5,US,"May 29, 2023"
"When we got into our rental car at DFW, we noticed the gas gauge was well below the full mark. I mentioned it to the guy in the booth and he said not to worry, they would adjust the charges. When I got my final receipt, no allowance was made for the missing gas. Fortunately, I also took a picture of the gas gauge. Unfortunately, when I called their customer service number, they only offered me a few dollars as an adjustment for the missing gas. That saved them a bit of money over providing the gas and lost them any chance of me ever renting from them again. My suggestion is, all else being equal, you rent from someone else and, if you must rent from them, document everything, don't believe what anyone there tells you, and expect them to grab for every penny they can.",1,CA,"June 03, 2023"
If you are a Canadian traveler they pressure you to get their insurance . They tell you yours is no good in the USA.After 6 hours on a plane i just wanted to get to our rental. I agreed and also added the toll plate because i had no change. Total of the tolls for our trip if i had just paid at the tolls $36.00 for 2 weeks their charge $181.86.Beware of your rental agreement . Fool me once bad on me NEVER AGAIN FOX!!!!!,1,US,"May 12, 2023"
"Kind folks, great cars and very reasonable prices.",5,US,"May 25, 2023"
Great customer service fast and organized. Drop off process was simple and quick!,5,US,"May 24, 2023"
"The representatives are very helpful, friendly and courteous. Best customer service! The price is also very good!",5,N/A,"May 30, 2023"
"Efficient service, courteous and friendly team, great prices and solid vehicle.",5,US,"June 02, 2023"
"I love renting from Fox, good prices, clean cars, easy return. BUT, this time the line at the airport was over a half hour wait, despite having a prepaid reservation and the paper work filled out on line. They need a kiosk or a separate line for paid reservations.",5,US,"June 01, 2023"
Easy pickup & return. Very friendly staff.,5,US,"June 01, 2023"
Good selection of clean vehicles.,5,SR,"June 02, 2023"
Is my second time rented here and have always received great service.The best combination of price and quality,4,US,"May 24, 2023"
"Fast, affordable, friendly. Thank you! Offsite is a drawback, but it was only a 8 minute trip and there was no wait on the other end.",5,US,"May 26, 2023"
We got in late in the day and still had great service with our FOX rental agents. Thankyou!,5,US,"June 02, 2023"
Darwin stayed AFTER hours to help my family after we land from our 3 hours  delayed flight. We were suppose to land at 10pm but did not land until after 12:30am. Super blessed to choose Fox or else we would have to stay at the hotel over night bc wait for the rental car to open at 5am!THANK YOU THANK YOU THANK YOU for going above and beyond and showing compassion!,5,US,"May 24, 2023"
Other than the extra shuttle that I had to take it was a positive experience.,4,PK,"May 26, 2023"
"though the rental terminal for fox is outside of other rentals, it was easy to transport to the fox terminal due to the shuttle. Shuttle service was very good and friendly coming and going. Staff at reception were quick, friendly and were there to resolve any issues if any. Over all satisfied with service. I would give 5 stars.",5,US,"May 16, 2023"
"Honestly, I was hesitant because of previous reviews but I had a great experience. No issues! I was alone with two kids, they helped with car seats and bags. The shuttle driver was available for both pick up and drop off at both locations. Car was clean, cold ac and great fuel mileage. The car needed to be taken in for service on the driver side for a wobble/noise concern, but other than that we would totally use Fox again.",5,US,"May 23, 2023"
Everyone on the team was very easy going and welcoming. From the guys outside on the lot to the girls in side. Destiny was super helpful and made the process super easy.,5,US,"May 23, 2023"
Ashley was a great! She was helpful at helping choose a vehicle and very knowledgeable of my questions.,5,CA,"May 25, 2023"
"The people were all friendly and very helpful.Travelling is stressful so having people that help you make a world of difference.Thank you,Craig",5,CA,"May 21, 2023"
Friendly staff and very competitive prices.,5,US,"May 25, 2023"
"The most professional and friendly stuff that we have ever deal with on a car rental place, truly the best!!",5,US,"May 24, 2023"
"I drove an immaculate, quality vehicle at an excellent rate, and received good service.",5,US,"May 24, 2023"
"Best price I could find. Over $100 savings compared to the other companies! Even beat out Costco!We were given a free upgrade, as the full-size I reserved was not available.Great service. Super friendly staff!",5,US,"May 24, 2023"
I was provided a rental vehicle that was new and clean. Great staff who stayed to help when our flight was delayed. Outstanding prices and will only book with Fox moving forward.,5,US,"May 24, 2023"
"The rental process was quick and easy. I booked my vehicle via Expedia then picked it up from the airport. The vehicle retrieval process took about five minutes. The vehicle was extremely clean and in mint condition. The return process was quick, like literally a minute to conclude. Great customer service with care.",5,N/A,"May 25, 2023"
I have a great experience!,5,SV,"May 27, 2023"
"great experience beginning to end. The front desk agent had great attitude, he cracked a joke, made us laugh, all positive.",5,US,"May 26, 2023"
"I had called before picking up . I was told to go to rental office. I got there, the 2 people working told me I had to go back to airport via shuttle to do paper work. Only 1 person at airport and a few on line. Airport person had difficulty bc computer kept crashing. Had to take shuttle back to rental office. The entire process was more difficult than it should have been. The car they gave me was fine.",4,CA,"May 18, 2023"
"Staff was great ,veryfriendlyandinformative.Pick up and drop off was quick",4,US,"May 20, 2023"
"The car I contracted (SUV class) was not available (Fox oversold) and I had to wait two hours for a suitable rental to arrive, be refreshed and offered. The substitute car (a Toyota Camry) was completely unacceptable, and was passed over by at least two other customers after me, indicating to Fox that they should have pulled that particular vehicle. Pastor (Oakland Airport) made the time pass with friendly chatter while we waited in the cold & mist.",3,US,"May 28, 2023"
"Value, vehicle quality, and fast service.",5,US,"May 25, 2023"
Great rental but it is quite a distance from the airport. They do however have a shuttle to and from. Just make sure to calculate an extra 10 minutes into your planned arrival at the airport.,4,US,"May 25, 2023"
the person attended to me with a smile on his face and was humorous and attentive. I really rent with fox again!,5,US,"May 28, 2023"
"Quick, easy, and very nice .  Solid foundation to build a company.  And that's exactly what I received.",5,US,"May 29, 2023"
Yes you could have more fees but that’s Florida toll roads.  Yes they could have a closer location at the airport but you are getting the same car for a better price.,4,JP,"May 22, 2023"
"We were happy with Fox’s car rental services and got a good experience with our driving in USA.At the first time, we worried about the car rental in USA but we found that Fox made them as good as we got.Very good reasonable price and fair for customer values.",4,US,"May 22, 2023"
"Easy check in, clean car and easy check out. Super affordable.",5,US,"May 27, 2023"
"Quick pickup, good service, easy drop off, nice car",5,US,"May 27, 2023"
Thank you for this experience,5,US,"May 26, 2023"
"I arrived to Denver at 4:30 something in the morning. I didn't want to bother anyone to come pick me up from the airport so I had the bright idea to rent a car for a couple of hours instead of getting a lyft or uber to drive me around town. Be advised they do not accept debit cards. You must have a credit cared so that they are able to hold the $150 deposit that you will receive back once you return the car. You have the option to purchase gas with the attendant or fill it back up before you take it back. Gas station gas is usually cheaper however if you know you that you'd rather pay for convivence, get the gas from the attendant.  Taking the car back was a little confusing, it wasn't communicated well where the car was suppose to return to; another customer also returning a car helped me in the process and we worked through it together  until an attendant came to give us more clear guidance.",4,US,"May 30, 2023"
I got a brand-new Hyundai Sonata for less than 25$ a day. Jhon helped me big time and he’s very knowledgeable. Overall their entire staff knows everything and they weree great. I would recommend their services to anyone.,5,US,"May 30, 2023"
"I rented a car through Fox Rental and quickly learned that although the price seemed reasonable, they'll find a way to get more money from you. The guy behind the desk lied to me and told me the price for gas through Fox was lower than at nearby gas stations. I repeated what he said and asked him to clarify, which he did. Then he asked me if I would pay for gas from them when I returned the car. I agreed. It turned out that they charged me for a full tank of gas (and at a higher rate), even though I returned it with over half of the tank of gas still in it. When I called customer service about it, the lady couldn't understand my words, although I articulated them quite clearly. She eventually said, ""The math is simple!"" and hung up. Lesson learned! I will never do business with them again. Besides, the car was full of dents and scratches, which I rented for business and went to visit a customer. That was embarrassing!",1,N/A,"April 15, 2023"
The whole experience of pickup and dropped off was convenient and great staff. The price of the great vehicle was just right. I will rent again at this company.,5,US,"May 23, 2023"
"Out of 25+ experiences, I have yet to have a bad one. I've been using Fox Rental for over 3 years almost every month and I have yet to have a bad experience with them. Great rates, reliable vehicles, and helpful staff.",5,CA,"April 14, 2023"
"We had a great experience. Nice car, fast pick-up and drop-off. The only downside is the pre-paid full gas. The woman who handed us our car assured us that it was more advantageous. We were skeptical, but we trusted her. In the end, it cost us $30ish more. And even in a scenario where we returned the car with the tank completely empty, I don't think we would have saved any money. But hey, we learned.",4,US,"May 23, 2023"
"Reservation was Fast and easy through Priceline. Contacted Fox, set up shuttle. All the staff were great. Straightforward process, no surpise costs, car was clean. Easy pick up and return. Shuttled us right to the airport. My first time renting with Fox and I was pleased.",5,US,"May 28, 2023"
Good service at a very late hour in the evening.  Car was clean and very comfortable.,5,US,"May 23, 2023"
"Friendly, helpful staff  and easy to get car picked up and returned",5,US,"May 25, 2023"
Vehicle was awesome. The service was fast and vehicle ready.,5,US,"May 27, 2023"
Great company quick check out and affordable. The shuddle picked us up quickly n took us to the airport or destination. The only think I wasn't satisfied about was anybody telling us what we need to do at drop off. And waiting around for ur turn at counter when all they could of said was leave ur keys jn the car n you're good to go,4,US,"May 28, 2023"
Vehicles I had to choose from were in bad shape interior or exterior (Scratches or dents). I finally found a decent one after going through 4 vehicles.,3,US,"May 26, 2023"
